year,decade,rank,title,artist
1965,1960s,25,Mr. Tambourine Man,The Byrds
1965,1960s,26,Cast Your Fate to the Wind,Sounds Orchestral
1965,1960s,27,"Yes, I'm Ready",Barbara Mason
1965,1960s,28,What's New Pussycat?,Tom Jones
1965,1960s,29,Eve of Destruction,Barry McGuire
1965,1960s,30,Hang On Sloopy,The McCoys
1965,1960s,31,Ticket to Ride,The Beatles
1965,1960s,32,Red Roses for a Blue Lady,Bert Kaempfert
1965,1960s,33,Papa's Got a Brand New Bag,James Brown
1965,1960s,34,Game of Love,Wayne Fontana & The Mindbenders
1965,1960s,35,The Name Game,Shirley Ellis
1965,1960s,36,I Know a Place,Petula Clark
1965,1960s,37,Back in My Arms Again,The Supremes
1965,1960s,38,Baby I'm Yours,Barbara Lewis
1965,1960s,39,The Jolly Green Giant,The Kingsmen
1965,1960s,40,"Hush, Hush, Sweet Charlotte",Patti Page
1965,1960s,41,Like a Rolling Stone,Bob Dylan
1965,1960s,42,I'm Telling You Now,Freddie and the Dreamers
1965,1960s,43,Ferry Cross the Mersey,Gerry and the Pacemakers
1965,1960s,44,Just Once in My Life,The Righteous Brothers
1965,1960s,45,The Seventh Son,Johnny Rivers
1965,1960s,46,"I'm Henry the Eighth, I Am",Herman's Hermits
1965,1960s,47,A Walk in the Black Forest,Horst Jankowski
1965,1960s,48,For Your Love,The Yardbirds
1965,1960s,49,California Girls,The Beach Boys
1965,1960s,50,Go Now,The Moody Blues
1965,1960s,51,Goldfinger,Shirley Bassey
1965,1960s,52,Down in the Boondocks,Billy Joe Royal
1965,1960s,53,Baby the Rain Must Fall,Glenn Yarbrough
1965,1960s,54,Catch Us If You Can,The Dave Clark Five
1965,1960s,55,Eight Days a Week,The Beatles
1965,1960s,56,Just a Little,The Beau Brummels
1965,1960s,57,You Turn Me On,Ian Whitcomb
1965,1960s,58,I'll Be Doggone,Marvin Gaye
1965,1960s,59,Save Your Heart for Me,Gary Lewis & the Playboys
1965,1960s,60,Tired of Waiting for You,The Kinks
1965,1960s,61,Count Me In,Gary Lewis & the Playboys
1965,1960s,62,All Day and All of the Night,The Kinks
1965,1960s,63,What the World Needs Now Is Love,Jackie DeShannon
1965,1960s,64,It's Not Unusual,Tom Jones
1965,1960s,65,She's About a Mover,Sir Douglas Quintet
1965,1960s,66,Shake,Sam Cooke
1965,1960s,67,Wonderful World,Herman's Hermits
1965,1960s,68,Nowhere to Run,Martha and the Vandellas
1965,1960s,69,Heart Full of Soul,The Yardbirds
1965,1960s,70,Love Potion No. 9,The Searchers
1965,1960s,71,Laurie (Strange Things Happen),Dickey Lee
1965,1960s,72,Baby Don't Go,Sonny & Cher
1965,1960s,73,It Ain't Me Babe,The Turtles
1965,1960s,74,Tell Her No,The Zombies
1965,1960s,75,I Go to Pieces,Peter and Gordon
1965,1960s,76,Red Roses for a Blue Lady,Vic Dana
1965,1960s,77,Don't Just Stand There,Patty Duke
1965,1960s,78,The Tracks of My Tears,The Miracles
1965,1960s,79,Too Many Rivers,Brenda Lee
1965,1960s,80,I Like It Like That,The Dave Clark Five
1965,1960s,81,Little Things,Bobby Goldsboro
1965,1960s,82,True Love Ways,Peter and Gordon
1965,1960s,83,It's the Same Old Song,Four Tops
1965,1960s,84,You've Got Your Troubles,The Fortunes
1965,1960s,85,Hold What You've Got,Joe Tex
1965,1960s,86,We Gotta Get Out of This Place,The Animals
1965,1960s,87,"Laugh, Laugh",The Beau Brummels
1965,1960s,88,The Last Time,The Rolling Stones
1965,1960s,89,Do You Believe in Magic,The Lovin' Spoonful
1965,1960s,90,All I Really Want to Do,Cher
1965,1960s,91,Take Me Back,Little Anthony and the Imperials
1965,1960s,92,I Want Candy,The Strangeloves
1965,1960s,93,Ooo Baby Baby,The Miracles
1965,1960s,94,Laugh at Me,Sonny
1965,1960s,95,Treat Her Right,Roy Head
1965,1960s,96,The Race Is On,Jack Jones
1965,1960s,97,I'm a Fool,"Dino, Desi & Billy"
1965,1960s,98,The Boy from New York City,The Ad Libs
1965,1960s,99,Keep Searchin' (We'll Follow the Sun),Del Shannon
1965,1960s,100,How Sweet It Is (To Be Loved by You),Marvin Gaye
1966,1960s,1,California Dreamin',The Mamas & the Papas
1966,1960s,2,96 Tears,? and the Mysterians
1966,1960s,3,What Becomes of the Brokenhearted,Jimmy Ruffin
1966,1960s,4,Last Train to Clarksville,The Monkees
1966,1960s,5,Reach Out I'll Be There,Four Tops
1966,1960s,6,These Boots Are Made for Walkin',Nancy Sinatra
1966,1960s,7,Cherish,The Association
1966,1960s,8,Strangers in the Night,Frank Sinatra
1966,1960s,9,Kicks,Paul Revere & the Raiders
1966,1960s,10,The Ballad of the Green Berets,SSgt Barry Sadler
1966,1960s,11,Good Lovin',The Young Rascals
1966,1960s,12,(You're My) Soul and Inspiration,The Righteous Brothers
1966,1960s,13,You Can't Hurry Love,The Supremes
1966,1960s,14,Sunny,Bobby Hebb
1966,1960s,15,See You in September,The Happenings
1966,1960s,16,Li'l Red Riding Hood,Sam the Sham and the Pharaohs
1966,1960s,17,Lightnin' Strikes,Lou Christie
1966,1960s,18,Poor Side of Town,Johnny Rivers
1966,1960s,19,Working in the Coal Mine,Lee Dorsey
1966,1960s,20,A Groovy Kind of Love,The Mindbenders
1966,1960s,21,You Don't Have to Say You Love Me,Dusty Springfield
1966,1960s,22,Sunshine Superman,Donovan
1966,1960s,23,Born a Woman,Sandy Posey
1966,1960s,24,"Monday, Monday",The Mamas & the Papas
1966,1960s,25,Red Rubber Ball,The Cyrkle
1966,1960s,26,Born Free,Roger Williams
1966,1960s,27,Walk Away Renée,The Left Banke
1966,1960s,28,Cool Jerk,The Capitols
1966,1960s,29,B-A-B-Y,Carla Thomas
1966,1960s,30,Hanky Panky,Tommy James and the Shondells
1966,1960s,31,When a Man Loves a Woman,Percy Sledge
1966,1960s,32,Time Won't Let Me,The Outsiders
1966,1960s,33,Bus Stop,The Hollies
1966,1960s,34,Paint It Black,The Rolling Stones
1966,1960s,35,Summer in the City,The Lovin' Spoonful
1966,1960s,36,I'm So Lonesome I Could Cry,B. J. Thomas & the Triumphs
1966,1960s,37,My Love,Petula Clark
1966,1960s,38,Daydream,The Lovin' Spoonful
1966,1960s,39,Ain't Too Proud to Beg,The Temptations
1966,1960s,40,Wild Thing,The Troggs
1966,1960s,41,Elusive Butterfly,Bob Lind
1966,1960s,42,I Am a Rock,Simon & Garfunkel
1966,1960s,43,Dirty Water,The Standells
1966,1960s,44,Hooray for Hazel,Tommy Roe
1966,1960s,45,Crying Time,Ray Charles
1966,1960s,46,Sweet Pea,Tommy Roe
1966,1960s,47,Secret Agent Man,Johnny Rivers
1966,1960s,48,Did You Ever Have to Make Up Your Mind?,The Lovin' Spoonful
1966,1960s,49,We Can Work It Out,The Beatles
1966,1960s,50,Homeward Bound,Simon & Garfunkel
1966,1960s,51,Uptight (Everything's Alright),Stevie Wonder
1966,1960s,52,Bang Bang (My Baby Shot Me Down),Cher
1966,1960s,53,Sloop John B,The Beach Boys
1966,1960s,54,19th Nervous Breakdown,The Rolling Stones
1966,1960s,55,Wipe Out,The Surfaris
1966,1960s,56,Psychotic Reaction,Count Five
1966,1960s,57,Paperback Writer,The Beatles
1966,1960s,58,Beauty Is Only Skin Deep,The Temptations
1966,1960s,59,No Matter What Shape (Your Stomach's In),The T-Bones
1966,1960s,60,Barefootin',Robert Parker
1966,1960s,61,Just Like Me,Paul Revere & the Raiders
1966,1960s,62,Love Makes the World Go Round,Deon Jackson
1966,1960s,63,The Pied Piper,Crispian St. Peters
1966,1960s,64,Somewhere My Love,Ray Conniff Singers
1966,1960s,65,Almost Persuaded,David Houston
1966,1960s,66,If I Were a Carpenter,Bobby Darin
1966,1960s,67,Don't Mess with Bill,The Marvelettes
1966,1960s,68,"Cherry, Cherry",Neil Diamond
1966,1960s,69,Message to Michael,Dionne Warwick
1966,1960s,70,Love Is a Hurtin' Thing,Lou Rawls
1966,1960s,71,Gloria,The Shadows of Knight
1966,1960s,72,My World Is Empty Without You,The Supremes
1966,1960s,73,Barbara Ann,The Beach Boys
1966,1960s,74,Rainy Day Women #12 & 35,Bob Dylan
1966,1960s,75,Guantanamera,The Sandpipers
1966,1960s,76,I'm Your Puppet,James & Bobby Purify
1966,1960s,77,Land of 1000 Dances,Wilson Pickett
1966,1960s,78,Oh How Happy,The Shades of Blue
1966,1960s,79,Woman,Peter and Gordon
1966,1960s,80,You Baby,The Turtles
1966,1960s,81,Sweet Talkin' Guy,The Chiffons
1966,1960s,82,Five O'Clock World,The Vogues
1966,1960s,83,Black Is Black,Los Bravos
1966,1960s,84,Nowhere Man,The Beatles
1966,1960s,85,Dandy,Herman's Hermits
1966,1960s,86,Baby Scratch My Back,Slim Harpo
1966,1960s,87,She's Just My Style,Gary Lewis & the Playboys
1966,1960s,88,The More I See You,Chris Montez
1966,1960s,89,I Fought the Law,The Bobby Fuller Four
1966,1960s,90,Yellow Submarine,The Beatles
1966,1960s,91,Hungry,Paul Revere & the Raiders
1966,1960s,92,Zorba the Greek,Herb Alpert and the Tijuana Brass
1966,1960s,93,Shapes of Things,The Yardbirds
1966,1960s,94,Along Comes Mary,The Association
1966,1960s,95,"634-5789 (Soulsville, U.S.A.)",Wilson Pickett
1966,1960s,96,"Devil with a Blue Dress On/Good Golly, Miss Molly",Mitch Ryder & The Detroit Wheels
1966,1960s,97,Wouldn't It Be Nice,The Beach Boys
1966,1960s,98,This Old Heart of Mine,The Isley Brothers
1966,1960s,99,Green Grass,Gary Lewis & the Playboys
1966,1960s,100,A Well Respected Man,The Kinks
1967,1960s,1,To Sir With Love,Lulu
1967,1960s,2,The Letter,The Box Tops
1967,1960s,3,Ode to Billie Joe,Bobbie Gentry
1967,1960s,4,Windy,The Association
1967,1960s,5,I'm a Believer,The Monkees
1967,1960s,6,Light My Fire,The Doors
1967,1960s,7,Somethin' Stupid,Frank & Nancy Sinatra
1967,1960s,8,Happy Together,The Turtles
1967,1960s,9,Groovin',The Young Rascals
1967,1960s,10,Can't Take My Eyes Off You,Frankie Valli
1967,1960s,11,Little Bit O' Soul,The Music Explosion
1967,1960s,12,I Think We're Alone Now,Tommy James and the Shondells
1967,1960s,13,Respect,Aretha Franklin
1967,1960s,14,I Was Made to Love Her,Stevie Wonder
1967,1960s,15,Come Back When You Grow Up,Bobby Vee
1967,1960s,16,Kind of a Drag,The Buckinghams
1967,1960s,17,Sweet Soul Music,Arthur Conley
1967,1960s,18,Expressway to Your Heart,Soul Survivors
1967,1960s,19,Soul Man,Sam & Dave
1967,1960s,20,Never My Love,The Association
1967,1960s,21,"Apples, Peaches, Pumpkin Pie",Jay & the Techniques
1967,1960s,22,Come On Down to My Boat,Every Mother's Son
1967,1960s,23,Incense and Peppermints,Strawberry Alarm Clock
1967,1960s,24,Ruby Tuesday,The Rolling Stones
1967,1960s,25,It Must Be Him,Vikki Carr
1967,1960s,26,Love Is Here and Now You're Gone,The Supremes
1967,1960s,27,For What It's Worth,Buffalo Springfield
1967,1960s,28,Gimme Little Sign,Brenton Wood
1967,1960s,29,The Happening,The Supremes
1967,1960s,30,All You Need Is Love,The Beatles
1967,1960s,31,Release Me,Engelbert Humperdinck
1967,1960s,32,Your Precious Love,Marvin Gaye & Tammi Terrell
1967,1960s,33,Somebody to Love,Jefferson Airplane
1967,1960s,34,Get on Up,The Esquires
1967,1960s,35,Brown Eyed Girl,Van Morrison
1967,1960s,36,Jimmy Mack,Martha and the Vandellas
1967,1960s,37,I Got Rhythm,The Happenings
1967,1960s,38,A Whiter Shade of Pale,Procol Harum
1967,1960s,39,Don't You Care,The Buckinghams
1967,1960s,40,Then You Can Tell Me Goodbye,The Casinos
1967,1960s,41,Reflections,The Supremes
1967,1960s,42,On a Carousel,The Hollies
1967,1960s,43,Please Love Me Forever,Bobby Vinton
1967,1960s,44,Alfie,Dionne Warwick
1967,1960s,45,Silence Is Golden,The Tremeloes
1967,1960s,46,My Cup Runneth Over,Ed Ames
1967,1960s,47,"Up, Up and Away",The 5th Dimension
1967,1960s,48,San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie
1967,1960s,49,"The Rain, the Park & Other Things",The Cowsills
1967,1960s,50,There's a Kind of Hush,Herman's Hermits
1967,1960s,51,"Mercy, Mercy, Mercy",The Buckinghams
1967,1960s,52,This Is My Song,Petula Clark
1967,1960s,53,(Your Love Keeps Lifting Me) Higher and Higher,Jackie Wilson
1967,1960s,54,I've Been Lonely Too Long,The Young Rascals
1967,1960s,55,Penny Lane,The Beatles
1967,1960s,56,You're My Everything,The Temptations
1967,1960s,57,Georgy Girl,The Seekers
1967,1960s,58,Western Union,Five Americans
1967,1960s,59,Baby I Love You,Aretha Franklin
1967,1960s,60,"A Little Bit Me, a Little Bit You",The Monkees
1967,1960s,61,California Nights,Lesley Gore
1967,1960s,62,Dedicated to the One I Love,The Mamas & the Papas
1967,1960s,63,How Can I Be Sure,The Young Rascals
1967,1960s,64,Carrie Anne,The Hollies
1967,1960s,65,(We Ain't Got) Nothin' Yet,Blues Magoos
1967,1960s,66,Friday on My Mind,The Easybeats
1967,1960s,67,Soul Finger,Bar-Kays
1967,1960s,68,Gimme Some Lovin',The Spencer Davis Group
1967,1960s,69,Let It Out (Let It All Hang Out),The Hombres
1967,1960s,70,Let's Live for Today,The Grass Roots
1967,1960s,71,Close Your Eyes,Peaches & Herb
1967,1960s,72,Groovin',Booker T. & the M.G.'s
1967,1960s,73,Funky Broadway,Wilson Pickett
1967,1960s,74,Pleasant Valley Sunday,The Monkees
1967,1960s,75,I Never Loved a Man (The Way I Love You),Aretha Franklin
1967,1960s,76,Tell It Like It Is,Aaron Neville
1967,1960s,77,Cold Sweat,James Brown
1967,1960s,78,She'd Rather Be with Me,The Turtles
1967,1960s,79,98.6,Keith
1967,1960s,80,Here We Go Again,Ray Charles
1967,1960s,81,White Rabbit,Jefferson Airplane
1967,1960s,82,Bernadette,Four Tops
1967,1960s,83,The Beat Goes On,Sonny & Cher
1967,1960s,84,Snoopy Vs. The Red Baron,The Royal Guardsmen
1967,1960s,85,Society's Child,Janis Ian
1967,1960s,86,"Girl, You'll Be a Woman Soon",Neil Diamond
1967,1960s,87,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell
1967,1960s,88,I Take It Back,Sandy Posey
1967,1960s,89,Here Comes My Baby,The Tremeloes
1967,1960s,90,Everlasting Love,Robert Knight
1967,1960s,91,I Dig Rock and Roll Music,"Peter, Paul and Mary"
1967,1960s,92,"Little Ole Man (Uptight, Everything's Alright)",Bill Cosby
1967,1960s,93,I Had Too Much to Dream (Last Night),The Electric Prunes
1967,1960s,94,Daydream Believer,The Monkees
1967,1960s,95,Baby I Need Your Lovin',Johnny Rivers
1967,1960s,96,Mirage,Tommy James and the Shondells
1967,1960s,97,"Green, Green Grass of Home",Tom Jones
1967,1960s,98,I Can See for Miles,The Who
1967,1960s,99,Don't Sleep in the Subway,Petula Clark
1967,1960s,100,Thank the Lord for the Night Time,Neil Diamond
1968,1960s,1,Hey Jude,The Beatles
1968,1960s,2,Love is Blue,Paul Mauriat
1968,1960s,3,Honey,Bobby Goldsboro
1968,1960s,4,(Sittin' On) The Dock of the Bay,Otis Redding
1968,1960s,5,People Got to Be Free,The Rascals
1968,1960s,6,Sunshine of Your Love,Cream
1968,1960s,7,This Guy's in Love with You,Herb Alpert
1968,1960s,8,"The Good, the Bad and the Ugly",Hugo Montenegro
1968,1960s,9,Mrs. Robinson,Simon & Garfunkel
1968,1960s,10,Tighten Up,Archie Bell & the Drells
1968,1960s,11,Harper Valley PTA,Jeannie C. Riley
1968,1960s,12,Little Green Apples,O. C. Smith
1968,1960s,13,Mony Mony,Tommy James and the Shondells
1968,1960s,14,"Hello, I Love You",The Doors
1968,1960s,15,Young Girl,Gary Puckett & The Union Gap
1968,1960s,16,Cry Like a Baby,The Box Tops
1968,1960s,17,Stoned Soul Picnic,The 5th Dimension
1968,1960s,18,Grazing in the Grass,Hugh Masekela
1968,1960s,19,Midnight Confessions,The Grass Roots
1968,1960s,20,Dance to the Music,Sly and the Family Stone
1968,1960s,21,The Horse,Cliff Nobles
1968,1960s,22,I Wish It Would Rain,The Temptations
1968,1960s,23,La-La (Means I Love You),The Delfonics
1968,1960s,24,"Turn Around, Look at Me",The Vogues
1968,1960s,25,Judy in Disguise (With Glasses),John Fred & His Playboy Band
1968,1960s,26,Spooky,Classics IV
1968,1960s,27,Love Child,The Supremes
1968,1960s,28,Angel of the Morning,Merrilee Rush
1968,1960s,29,The Ballad of Bonnie and Clyde,Georgie Fame
1968,1960s,30,Those Were the Days,Mary Hopkin
1968,1960s,31,Born to Be Wild,Steppenwolf
1968,1960s,32,Cowboys to Girls,The Intruders
1968,1960s,33,Simon Says,1910 Fruitgum Company
1968,1960s,34,Lady Willpower,Gary Puckett & The Union Gap
1968,1960s,35,A Beautiful Morning,The Rascals
1968,1960s,36,The Look of Love,Sérgio Mendes & Brasil '66
1968,1960s,37,Hold Me Tight,Johnny Nash
1968,1960s,38,Yummy Yummy Yummy,Ohio Express
1968,1960s,39,Fire,The Crazy World of Arthur Brown
1968,1960s,40,Love Is All Around,The Troggs
1968,1960s,41,Playboy,Gene & Debbe
1968,1960s,42,(Theme from) Valley of the Dolls,Dionne Warwick
1968,1960s,43,Classical Gas,Mason Williams
1968,1960s,44,Slip Away,Clarence Carter
1968,1960s,45,Girl Watcher,The O'Kaysions
1968,1960s,46,(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin
1968,1960s,47,Green Tambourine,The Lemon Pipers
1968,1960s,48,"1, 2, 3, Red Light",1910 Fruitgum Company
1968,1960s,49,Reach Out of the Darkness,Friend & Lover
1968,1960s,50,Jumpin' Jack Flash,The Rolling Stones
1968,1960s,51,MacArthur Park,Richard Harris
1968,1960s,52,Light My Fire,José Feliciano
1968,1960s,53,I Love You,People!
1968,1960s,54,Take Time to Know Her,Percy Sledge
1968,1960s,55,Pictures of Matchstick Men,Status Quo
1968,1960s,56,Summertime Blues,Blue Cheer
1968,1960s,57,Ain't Nothing Like the Real Thing,Marvin Gaye & Tammi Terrell
1968,1960s,58,I Got the Feelin',James Brown
1968,1960s,59,I've Gotta Get a Message to You,The Bee Gees
1968,1960s,60,Lady Madonna,The Beatles
1968,1960s,61,Hurdy Gurdy Man,Donovan
1968,1960s,62,Magic Carpet Ride,Steppenwolf
1968,1960s,63,Bottle of Wine,The Fireballs
1968,1960s,64,Stay in My Corner,The Dells
1968,1960s,65,Soul Serenade,Willie Mitchell
1968,1960s,66,Delilah,Tom Jones
1968,1960s,67,Nobody but Me,The Human Beinz
1968,1960s,68,I Thank You,Sam & Dave
1968,1960s,69,The Fool on the Hill,Sérgio Mendes & Brasil '66
1968,1960s,70,Sky Pilot,The Animals
1968,1960s,71,Indian Lake,The Cowsills
1968,1960s,72,I Wonder What She's Doing Tonight,Tommy Boyce & Bobby Hart
1968,1960s,73,Over You,Gary Puckett & The Union Gap
1968,1960s,74,Goin' Out of My Head/Can't Take My Eyes Off You,The Lettermen
1968,1960s,75,Shoo-Be-Doo-Be-Doo-Da-Day,Stevie Wonder
1968,1960s,76,The Unicorn,The Irish Rovers
1968,1960s,77,You Keep Me Hangin' On,Vanilla Fudge
1968,1960s,78,Revolution,The Beatles
1968,1960s,79,"Woman, Woman",Gary Puckett & The Union Gap
1968,1960s,80,Elenore,The Turtles
1968,1960s,81,White Room,Cream
1968,1960s,82,You're All I Need to Get By,Marvin Gaye & Tammi Terrell
1968,1960s,83,"Baby, Now That I've Found You",The Foundations
1968,1960s,84,Sweet Inspiration,The Sweet Inspirations
1968,1960s,85,If You Can Want,Smokey Robinson and the Miracles
1968,1960s,86,Cab Driver,The Mills Brothers
1968,1960s,87,Time Has Come Today,The Chambers Brothers
1968,1960s,88,Do You Know the Way to San Jose,Dionne Warwick
1968,1960s,89,Scarborough Fair,Simon & Garfunkel
1968,1960s,90,Say It Loud – I'm Black and I'm Proud,James Brown
1968,1960s,91,The Mighty Quinn,Manfred Mann
1968,1960s,92,Here Comes the Judge,Shorty Long
1968,1960s,93,I Say a Little Prayer,Aretha Franklin
1968,1960s,95,Sealed with a Kiss,Gary Lewis & the Playboys
1968,1960s,96,Piece of My Heart,Big Brother and the Holding Company
1968,1960s,97,Suzie Q.,Creedence Clearwater Revival
1968,1960s,98,"Bend Me, Shape Me",The American Breed
1968,1960s,99,"Hey, Western Union Man",Jerry Butler
1969,1960s,1,"Sugar, Sugar",The Archies
1969,1960s,2,Aquarius/Let the Sunshine In,The 5th Dimension
1969,1960s,3,I Can't Get Next to You,The Temptations
1969,1960s,4,Honky Tonk Women,The Rolling Stones
1969,1960s,5,Everyday People,Sly and the Family Stone
1969,1960s,6,Dizzy,Tommy Roe
1969,1960s,7,Hot Fun in the Summertime,Sly and the Family Stone
1969,1960s,8,I'll Never Fall in Love Again,Tom Jones
1969,1960s,9,Build Me Up Buttercup,The Foundations
1969,1960s,10,Crimson and Clover,Tommy James and the Shondells
1969,1960s,11,One,Three Dog Night
1969,1960s,12,Crystal Blue Persuasion,Tommy James and the Shondells
1969,1960s,13,Hair,The Cowsills
1969,1960s,14,Too Busy Thinking About My Baby,Marvin Gaye
1969,1960s,15,Love Theme from Romeo and Juliet,Henry Mancini
1969,1960s,16,Get Together,The Youngbloods
1969,1960s,17,Grazing in the Grass,The Friends of Distinction
1969,1960s,18,Suspicious Minds,Elvis Presley
1969,1960s,19,Proud Mary,Creedence Clearwater Revival
1969,1960s,20,What Does It Take (To Win Your Love),Jr. Walker & The All Stars
1969,1960s,21,It's Your Thing,The Isley Brothers
1969,1960s,22,Sweet Caroline,Neil Diamond
1969,1960s,23,Jean,Oliver
1969,1960s,24,Bad Moon Rising,Creedence Clearwater Revival
1969,1960s,25,Get Back,The Beatles with Billy Preston
1969,1960s,26,In the Year 2525,Zager & Evans
1969,1960s,27,Spinning Wheel,"Blood, Sweat & Tears"
1969,1960s,28,"Baby, I Love You",Andy Kim
1969,1960s,29,Going in Circles,The Friends of Distinction
1969,1960s,30,Hurt So Bad,The Lettermen
1969,1960s,31,Green River,Creedence Clearwater Revival
1969,1960s,32,My Cherie Amour,Stevie Wonder
1969,1960s,33,Easy to Be Hard,Three Dog Night
1969,1960s,34,Baby It's You,Smith
1969,1960s,35,In the Ghetto,Elvis Presley
1969,1960s,36,A Boy Named Sue,Johnny Cash
1969,1960s,37,"Baby, Baby Don't Cry",The Miracles
1969,1960s,38,Only the Strong Survive,Jerry Butler
1969,1960s,39,Time of the Season,The Zombies
1969,1960s,40,Wedding Bell Blues,The 5th Dimension
1969,1960s,41,Little Woman,Bobby Sherman
1969,1960s,42,Love (Can Make You Happy),Mercy
1969,1960s,43,Good Morning Starshine,Oliver
1969,1960s,44,These Eyes,The Guess Who
1969,1960s,45,You've Made Me So Very Happy,"Blood, Sweat & Tears"
1969,1960s,46,Put a Little Love in Your Heart,Jackie DeShannon
1969,1960s,47,Do Your Thing,Charles Wright & the Watts 103rd Street Rhythm Band
1969,1960s,48,I'd Wait a Million Years,The Grass Roots
1969,1960s,49,Touch Me,The Doors
1969,1960s,50,More Today Than Yesterday,Spiral Starecase
1969,1960s,51,I've Gotta Be Me,Sammy Davis Jr.
